X,Y,OBJECTID,Project_ID,Project_Name,Project_Street_Number,Project_Street_Name,Project_Street_Suffix,Project_Zip_Code,Neighborhood,Project_Record_Type,Project_Status,Filed_Date,BPDA_Board_Approval,First_Building_Permit,COO_Permit_Date,Last_Project_Update_Date,Gross_Square_Footage,Description,Website_URL,Lat,Lon,Gross_Floor_Area,RnD_sqft,Shape
30250860.361936,-610989.191135779,22254,2758,"New Boston Seafood Distribution Center, BMIP",,Northern,Avenue,,South Boston Waterfront,Large Project,Construction Complete,,1996/10/24 00:00:00+00,,,,67000,,,0,0,,,
757263.372541964,2959274.20080347,22255,2759,"Harvard Univeristy Raquet Facility, 65 North Harvard",65,North Harvard,Avenue,,Allston,Large Project,Construction Complete,,1996/10/24 00:00:00+00,,,,90000,,,42.3678,-71.1259,,,
30250860.361936,-610989.191135779,22256,2760,"Orchard Park Revitalization Project, Phase II",0,0,,,Roxbury,Large Project,Construction Complete,,1996/11/14 00:00:00+00,,,,100000,,,0,0,,,
765563.757844061,2952752.3906844,22257,2761,636 Beacon Street Apartments,636,Beacon,Street,,Back Bay,Small Project,Construction Complete,,1997/01/29 00:00:00+00,,,,35600,,,42.3498,-71.0953,,,
777514.30316864,2942025.13950114,22258,2762,Harborpoint Marketplace Phase 2,25-55,Morrissey,Blvd,,Dorchester,Large Project,Construction Complete,,1997/02/27 00:00:00+00,,,,74000,,,42.3202,-71.0513,,,
770702.551372215,2946764.2943929,22259,2763,Camfield Gardens,85,E Lenox,Street,,South End,Large Project,Construction Complete,,1997/04/17 00:00:00+00,,,,102000,,,42.3333,-71.0764,,,
770133.683415473,2952446.54090239,22260,2764,25 Huntington Avenue,25,Huntington,Avenue,,Back Bay,Large Project,Construction Complete,,1997/05/08 00:00:00+00,,,,205584,,,42.3489,-71.0784,,,
768335.871722385,2933013.8392823,22261,2765,214 Harvard Street,214,Harvard,Street,2124,Dorchester,Small Project,Construction Complete,,1997/05/08 00:00:00+00,,,,36400,,,42.2956,-71.0854,,,
768163.904874727,2951708.03384922,22262,2766,Back Bay Hilton Hotel,40,Dalton,Street,,Back Bay,Small Project,Construction Complete,,1997/05/29 00:00:00+00,,,,19500,,,42.3469,-71.0857,,,
769132.972490385,2952550.94489306,22263,2767,Planet Hollywood,801-807,Boylston,Street,2116,Back Bay,Small Project,Construction Complete,,1997/05/29 00:00:00+00,1998/09/21 00:00:00+00,2001/01/12 00:00:00+00,,50000,,,42.3492,-71.0821,,,
779836.056727216,2947831.85918689,22264,2768,540 East Broadway Street,540,East Broadway,Street,,South Boston,Small Project,Construction Complete,,1997/05/29 00:00:00+00,,,,18000,,,42.3361,-71.0426,,,
776057.92386356,2956849.73025873,22265,2769,Regal Bostonian Hotel,20-50,North,Street,,Downtown,Small Project,Construction Complete,,1997/06/19 00:00:00+00,,,,25586,,,42.3609,-71.0564,,,
754952.278410882,2930984.78526956,22266,2770,885 South Street,885,South,Street,0,Roslindale,Small Project,Construction Complete,,1997/06/19 00:00:00+00,,1998/01/01 00:00:00+00,,45000,,,42.2902,-71.1349,,,
779375.256795809,2948048.04937132,22267,2771,41 & 51 Dorchester Street,41&51,Dorchester,Street,,South Boston,Small Project,Construction Complete,,1997/07/17 00:00:00+00,,,,64800,,,42.3367,-71.0443,,,
771098.683453977,2948661.28502148,22268,2772,South End Community Services,1601,Washington,Street,,South End,Large Project,Construction Complete,,1997/07/17 00:00:00+00,,,,39000,,,42.3385,-71.0749,,,
768624.34785147,2951528.06111206,22269,2773,Sheraton Boston Hotel,39,Dalton,Street,,Back Bay,Small Project,Construction Complete,,1997/09/11 00:00:00+00,,,,10000,,,42.3464,-71.084,,,
775210.124706134,2958776.81269065,22270,2775,239-245 Causeway Street,239-245,Causeway,Street,,West End,Small Project,Construction Complete,,1997/09/11 00:00:00+00,,,,79800,,,42.3662,-71.0595,,,
770506.597367808,2948111.7011469,22271,2776,1739-1743 Washington Street,1739-1743,Washington,Street,,South End,Small Project,Construction Complete,,1997/10/23 00:00:00+00,,,,20000,,,42.337,-71.0771,,,
777438.772151724,2956383.19477448,22272,2777,255 State Street,255,State,Street,,Downtown,Large Project,Construction Complete,,1997/10/23 00:00:00+00,,,,220000,,,42.3596,-71.0513,,,
778724.544842631,2953474.56181222,22273,2778,44-50 Stillings Street and 47-55 Pittsburgh Street,44-50,Stillings,Street,,South Boston Waterfront,Large Project,Construction Complete,,1997/10/23 00:00:00+00,,,,73000,,,42.3516,-71.0466,,,
770375.022499725,2947382.19538806,22274,2779,Grant Manor Apartments Project,1810-1854,Washington,Street,,South End,Large Project,Construction Complete,,1997/11/12 00:00:00+00,,,,179000,,,42.335,-71.0776,,,
770587.707769886,2948112.10337706,22275,278,Minot Hall,1721-1735,Washington,Street,2118,South End,Small Project,Construction Complete,,2000/07/20 00:00:00+00,,,,68225,"Ground floor retail ; 44 condominium units - 3 affordable on-site (3 additional off-site at 70-72 Northampton) 
 
27 Underground on-site parking.",,42.337,-71.0768,68225,,
766152.794723719,2948272.73921065,22276,2780,"Northeastern University, West Campus Residence Hall",500-510,Parker,Street,,Mission Hill,Large Project,Construction Complete,,1997/12/04 00:00:00+00,,,,240000,,,42.3375,-71.0932,,,
768290.461708218,2947918.60671681,22277,2781,Roxse Homes Chapter 121A Project,1050,Tremont,Street,,South End,Large Project,Construction Complete,,1998/02/26 00:00:00+00,,,,357000,,,42.3365,-71.0853,,,
771420.816667974,2932883.27097389,22278,2782,"526-530 Park Street, Dorchester",526-530,Park,Street,2124,Dorchester,Small Project,Construction Complete,,1998/02/26 00:00:00+00,,,,16497,,,42.2952,-71.074,,,
775431.808974057,2936802.99410556,22279,2783,1311-1321 and 1345-1353 Dorchester Avenue projects,1311-1321,Dorchester,Avenue,,Dorchester,Small Project,Prefile (Default),,1998/03/19 00:00:00+00,,,,79359,,,42.3059,-71.0591,,,
30250860.361936,-610989.191135779,22280,2784,"Orchard Park Revitalization Project, Offsite Phase 1A, Roxbury",,,,,Roxbury,Large Project,Prefile (Default),,1998/04/09 00:00:00+00,,,,83960,,,0,0,,,
760046.065139309,2953455.72589189,22281,2785,The Trustees of Boston University: a Plan for Northeasterly Development Area,28,Buick,Street,2215,Allston,Large Project,Board Approved,,1998/04/30 00:00:00+00,,,,360000,,,42.3518,-71.1157,,,
773712.740889892,2955635.03715006,22282,2786,"34 ½ Beacon Street, Boston",34,Beacon,Street,,Beacon Hill,Small Project,Construction Complete,,1998/04/30 00:00:00+00,,,,50000,,,42.3576,-71.0651,,,
764523.759595975,2943964.79999189,22283,2787,"31 Heath St., Jamaica Plain",31,Health,Street,,Jamaica Plain,Small Project,Construction Complete,,1998/05/21 00:00:00+00,,,,42500,,,42.3257,-71.0993,,,
783752.210640311,2948618.49114381,22284,2788,"881 East First Street project,South Boston",881,East First,Street,,South Boston,Small Project,Construction Complete,,1998/05/21 00:00:00+00,,,,40000,,,42.3382,-71.0281,,,
766779.753443554,2941570.30018772,22285,2789,237-241 Walnut Avenue project,237-241,Walnut,Avenue,,Roxbury,Small Project,Prefile (Default),,1998/06/25 00:00:00+00,,,,18201,,,42.3191,-71.091,,,
773560.777939215,2953629.90566164,22286,279,Emerson College - Allen's Alley,10,Boylston,Place,2116,Downtown,Large Project,Construction Complete,2000/02/25 00:00:00+00,2000/03/30 00:00:00+00,,,,80000,No parcel ID - not on City records yet.,,42.3521,-71.0657,80082,,
772914.078773305,2953225.75063007,22287,2790,Motor Mart Garage,201,Stuart,Street,,South End,Large Project,Construction Complete,,1998/06/25 00:00:00+00,,,,50000,,,42.351,-71.0681,,,
764671.60805355,2947026.67280515,22288,2791,Mission Main Redevelopment - Historic,43,Smith,Street,,Roxbury,Large Project,Construction Complete,,1998/07/23 00:00:00+00,,,,760000,,,42.3341,-71.0987,,,
772896.548952714,2956687.73386356,22289,2792,Phillips Square Development Project,41,Phillips,Street,,Beacon Hill,Small Project,Construction Complete,,1998/07/23 00:00:00+00,,,,38124,,,42.3605,-71.0681,,,
776396.914327309,2959220.28818165,22290,2793,"Michelangelo SchoolDevelopment, 64-84 Charter Street, North End",64-84,Charter,Street,,North End,Large Project,Construction Complete,,1998/07/23 00:00:00+00,,,,74000,,,42.3674,-71.0551,,,
770892.726844892,2946583.02638273,22291,2794,"817-819 Albany Street, Roxbury",817-819,Albany,Street,,Roxbury,Large Project,Prefile (Default),,1998/08/13 00:00:00+00,,,,68325,,,42.3328,-71.0757,,,
30250860.361936,-610989.191135779,22292,2795,"Orchard Park Revitalization Project, Phase III, ON-SITE,Roxbury",,,,,Roxbury,Large Project,Prefile (Default),,1998/09/29 00:00:00+00,,,,115000,,,0,0,,,
771485.22467564,2936236.29477964,22293,2796,"211-255 Geneva Avenue, Dorchester",211-255,Geneva,Avenue,,Dorchester,Large Project,Construction Complete,,1998/09/29 00:00:00+00,,,,121949,,,42.3044,-71.0737,,,
773341.89550297,2964780.33841322,22294,2797,"428 Medford Street, Charlestown Urban Renewal Area Project",428,Medford,Street,,Charlestown,Small Project,Construction Complete,,1998/10/29 00:00:00+00,,,,22068,,,42.3827,-71.0663,,,
781495.723355383,2950902.01479198,22295,2798,North Coast Seafoods on Parcel B,7,Drydock,Avenue,,South Boston Waterfront,Large Project,Construction Complete,,1999/01/26 00:00:00+00,,,,97000,,,42.3445,-71.0364,,,
781515.426728055,2952250.50782989,22296,2799,"Haborlights Pavilion, Wharf 8, Marine Industral Park",294,Northern,Avenue,,South Boston,Large Project,Construction Complete,,1999/01/26 00:00:00+00,,,,10000,,,42.3482,-71.0363,,,
761784.703394309,2945664.89534497,22297,28,New England Baptist Hospital Edward H. Haskell School of Nursing,63,Parker Hill,Avenue,2120,Mission Hill,Large Project,Construction Complete,,1998/08/13 00:00:00+00,,,,81860,"Proposed conversion of the vacant Edward Haskell School of Nursing building into an 83 unit assisted living facility with wellness center, fitness facility, 14 NEBH overnight guest suites and an 82 space (2 level) parking garage",,42.3304,-71.1094,68000,,
767583.753804058,2937492.61050847,22298,2800,Vacant School Building Renovation,122,Elm Hill,Avenue,2121,Roxbury,Small Project,Construction Complete,,1999/01/26 00:00:00+00,2007/03/08 00:00:00+00,2008/09/16 00:00:00+00,,35000,,,42.3079,-71.0881,,,
30250860.361936,-610989.191135779,22299,2802,"South End Urban Renewal Area Project No.Mass.R-56 Parcels 14, 14A, 15 and 16 A",,"Parcels 14, 14A, 15 and 16 A",,,South End,Large Project,Prefile (Default),,1999/03/16 00:00:00+00,,,,189000,,,0,0,,,
773560.777939215,2953629.90566164,22300,2803,Emerson College: Change of use of 120 Boylston Street,120,Boylston,Street,2116,Downtown,Large Project,Construction Complete,,1999/04/08 00:00:00+00,,,,243000,,,42.3521,-71.0657,,,
30250860.361936,-610989.191135779,22301,2804,Harvard University:Campus Center Project,1,1,,,Allston,Large Project,Prefile (Default),,1999/04/29 00:00:00+00,,,,119000,,,0,0,,,
766423.509733468,2948201.14650606,22302,2805,"Northeastern University, West Campus Residence Halls B and C",460,Parker,Street,2120,Fenway,Large Project,Construction Complete,,1999/04/29 00:00:00+00,,,,364000,,,42.3373,-71.0922,,,
782660.435920969,2960347.10088864,22303,2806,"East Boston Airport Hotel, 207 Porter Street and 167 Cottage Street East Boston",207,Porter,Street,,East Boston,Large Project,Construction Complete,,1999/07/22 00:00:00+00,,,,213472,,,42.3704,-71.0319,,,
768838.502278805,2946427.12840056,22304,2807,"25 Ruggles Street, Roxbury",25,Ruggles,Avenue,,Roxbury,Small Project,Construction Complete,,1999/08/12 00:00:00+00,,,,21370,,,42.3324,-71.0833,,,
765537.763473466,2952533.61061014,22305,2808,"Hotel Commonwealth, 500-528 Commonwealth Avenue, Kenmore Square",500-528,Commonwealth,Avenue,,Fenway,Large Project,Construction Complete,,1999/09/21 00:00:00+00,,,,178000,,,42.3492,-71.0954,,,
